color,fullmove,legal_moves,count
Black,49,57,2
Black,22,34,10176
Black,90,47,1
Black,91,22,1080
White,177,13,22
White,104,15,848
Black,165,32,2
White,10,26,1665
White,58,28,3055
White,54,22,5709
Black,78,15,2578
White,51,59,1
White,44,45,277
White,65,48,12
Black,114,31,58
White,31,3,3358
Black,118,13,425
Black,69,28,1232
White,48,45,175
Black,104,48,2
Black,165,29,10
White,35,48,580
Black,112,29,138
Black,153,26,31
Black,20,42,6717
Black,63,26,2303
White,59,38,379
White,136,23,77
Black,113,36,6
Black,41,35,2137
Black,190,15,11
White,184,23,8
Black,105,42,2
Black,111,44,2
White,123,36,7
White,46,11,2782
White,36,58,14
Black,33,39,2958
White,95,8,475
White,73,47,5
White,57,2,1862
White,131,35,7
Black,16,65,3
White,47,37,1297
White,133,27,77
Black,167,33,1
Black,53,33,1096
Black,86,3,1071
White,197,32,1
Black,63,16,5325
Black,117,35,11
White,38,31,5510
White,125,9,155
White,161,30,16
White,156,1,5
Black,62,54,1
White,127,16,282
White,12,23,613
Black,159,14,67
White,63,21,4074
Black,28,12,1095
Black,157,2,22
White,182,24,16
White,38,60,4
White,34,8,886
Black,187,24,5
Black,123,16,358
Black,16,24,3221
White,73,18,3110
Black,35,17,6463
White,59,1,550
White,36,19,6657
Black,28,36,6814
White,188,11,16
Black,23,37,8938
Black,125,19,405
Black,42,31,3431
White,67,60,1
Black,56,57,1
Black,131,1,57
White,174,5,16
Black,192,8,6
Black,184,33,1
Black,197,23,3
Black,9,59,30
White,187,10,9
White,155,29,22
Black,107,14,715
White,133,12,178
Black,65,52,2
Black,88,14,1562
White,109,24,306
White,138,30,43
Black,30,34,6602
Black,129,17,226
White,127,17,294
Black,93,39,17
Black,86,43,13
White,96,30,291
White,43,57,8
White,172,8,12
Black,21,24,5015
White,136,31,20
White,184,10,11
White,49,50,33
White,171,6,22
Black,135,25,73
Black,122,12,354
White,34,53,134
Black,43,51,31
White,98,51,1
Black,139,34,4
Black,24,15,1253
White,101,20,798
White,99,42,7
White,196,14,12
White,51,44,208
White,40,46,433
Black,26,23,6282
White,40,23,7986
Black,13,52,700
White,77,33,403
White,50,41,431
White,38,56,27
White,92,23,751
White,154,2,18
White,13,17,120
Black,13,36,13076
White,39,42,1222
Black,87,46,3
White,176,23,15
Black,27,56,69
Black,160,1,8
Black,48,14,6543
Black,56,41,149
Black,144,27,47
Black,50,8,2904
Black,59,9,2466
Black,106,23,301
White,93,41,21
Black,37,14,4949
White,87,29,657
Black,10,55,162
Black,41,17,7657
Black,138,24,77
White,67,10,1728
White,40,28,6869
Black,25,5,2389
Black,177,13,25
White,31,43,2946
Black,117,6,442
Black,155,2,30
White,199,5,5
Black,66,8,1993
Black,127,32,18
White,25,27,7065
Black,163,32,4
Black,87,18,1574
Black,27,49,868
Black,60,30,1295
Black,17,61,12
White,65,45,28
Black,60,49,3
White,94,27,590
White,73,22,2757
Black,17,12,84
Black,21,55,210
White,23,44,5850
Black,12,58,51
Black,130,18,189
White,42,20,7866
White,51,50,26
Black,100,11,696
White,15,53,1343
White,53,27,4317
Black,39,50,79
White,54,18,6603
White,129,5,198
Black,9,10,26
Black,61,33,626
White,77,14,2326
White,155,13,72
White,15,18,213
Black,177,32,2
White,78,42,35
White,116,22,426
Black,53,45,63
Black,76,43,22
Black,67,6,3447
White,94,28,509
White,97,1,124
White,90,38,59
Black,73,40,46
Black,61,35,372
Black,133,8,102
White,150,2,27
White,35,37,4166
Black,106,28,224
White,185,26,11
Black,119,23,160
White,50,31,2795
White,14,19,238
White,25,20,2832
Black,46,53,7
White,104,36,25
White,170,13,36
White,174,21,14
Black,20,46,3370
Black,143,12,121
Black,26,66,1
Black,62,14,4675
Black,14,19,595
Black,167,3,21
White,181,20,21
White,30,59,29
White,97,56,1
Black,21,37,9642
White,87,16,1773
White,16,1,377
Black,101,20,707
White,70,42,60
Black,173,26,15
Black,110,34,26
White,41,29,5954
White,52,47,62
White,98,37,38
Black,65,48,5
Black,168,42,1
Black,27,27,8239
White,9,31,6642
Black,142,13,142
White,137,31,26
White,65,2,1444
Black,10,41,8787
Black,71,12,2641
Black,17,14,196
White,159,24,29
White,48,9,2005
White,83,39,44
White,26,62,13
White,163,20,50
Black,195,17,9
Black,181,33,4
White,91,11,865
Black,37,31,4841
Black,54,4,5729
White,145,31,12
Black,16,53,553
White,16,67,2
White,115,22,416
White,186,16,18
Black,46,55,6
Black,143,37,1
White,28,60,27
Black,30,27,8398
Black,96,30,204
Black,186,32,1
White,153,20,67
White,168,22,22
White,147,35,1
Black,14,41,9195
Black,84,27,724
Black,174,9,19
White,36,56,35
Black,115,21,291
Black,110,32,48
Black,185,7,12
White,14,60,87
Black,49,4,6103
Black,143,15,125
White,130,7,138
Black,19,46,3576
Black,39,7,2611
Black,41,20,7912
Black,37,37,2597
Black,115,8,218
White,121,46,1
White,77,15,2576
White,21,11,79
White,40,6,3394
Black,29,57,45
Black,42,50,53
White,15,28,3812
White,41,23,7839
White,134,2,48
White,68,48,7
White,173,6,25
Black,127,31,44
White,194,16,12
White,189,28,6
White,15,10,41
White,178,6,22
Black,188,34,1
White,45,57,6
Black,154,32,12
White,52,58,1
White,136,21,101
White,46,19,8087
Black,148,4,88
White,28,16,2117
Black,198,20,3
Black,14,28,6491
Black,95,13,1184
Black,68,26,1817
White,57,18,5950
White,119,35,18
Black,91,34,73
White,165,16,33
Black,69,26,1686
White,161,21,30
Black,184,19,14
Black,199,3,6
White,47,24,6420
White,29,36,7380
White,58,43,110
White,41,39,1645
White,115,2,135
White,113,26,280
Black,159,20,32
White,172,14,22
White,103,24,398
White,156,12,64
Black,96,39,14
White,182,23,7
Black,198,4,4
White,30,66,1
Black,153,17,64
White,130,32,15
Black,105,14,802
White,85,18,1694
White,38,47,472
Black,74,9,1339
Black,11,6,400
White,115,24,230
White,100,43,4
Black,153,19,95
Black,154,30,10
Black,57,59,1
White,83,23,1171
White,63,52,3
White,22,61,33
White,67,35,468
Black,174,29,5
White,198,20,3
Black,85,2,762
White,41,61,1
Black,99,21,585
Black,127,5,266
White,54,21,5881
White,111,31,83
Black,130,4,225
White,127,26,146
Black,89,37,35
Black,9,56,86
Black,26,32,8944
Black,147,27,45
White,37,28,7492
Black,120,25,134
Black,123,6,328
Black,141,7,101
White,37,15,4441
Black,44,31,2956
Black,82,40,22
Black,36,42,1262
Black,162,23,14
Black,27,39,5622
Black,197,11,6
Black,33,18,6310
White,101,42,3
Black,50,16,7484
Black,154,17,62
Black,68,14,3816
White,45,43,450
White,82,30,592
White,160,30,10
Black,199,27,1
Black,112,14,642
White,95,6,1067
Black,89,26,660
White,141,42,1
Black,73,4,2879
Black,50,18,7264
Black,20,30,9370
Black,47,17,7693
White,55,2,2102
White,54,51,9
White,173,20,18
Black,172,25,10
White,11,49,4078
White,77,17,2771
White,18,48,4236
White,42,29,5559
White,85,29,667
Black,65,46,14
White,74,12,2074
White,30,63,3
White,18,1,480
Black,66,3,2854
Black,9,26,4448
Black,83,44,5
Black,179,9,13
Black,86,11,1231
White,134,4,154
Black,200,14,3
Black,38,10,2146
Black,31,41,2788
Black,166,10,36
Black,182,28,9
White,34,19,5999
White,143,11,84
Black,171,16,30
Black,92,37,32
White,120,41,3
White,59,48,15
White,15,56,522
White,41,62,2
Black,85,50,1
Black,90,28,484
White,116,21,309
Black,182,33,1
Black,33,62,2
Black,72,23,1665
Black,42,17,7791
Black,85,18,1728
Black,64,8,2116
White,17,43,9747
White,159,32,4
Black,25,43,3948
White,135,39,1
Black,134,9,105
White,180,31,2
White,192,10,7
Black,102,33,72
Black,109,15,736
White,129,29,72
White,45,7,2440
White,143,3,61
White,15,13,64
White,25,15,919
White,24,28,7351
Black,177,26,11
White,97,48,1
Black,27,14,1709
White,9,30,5177
Black,33,17,5652
Black,34,27,7656
Black,22,23,4631
White,50,29,3762
White,126,11,199
White,99,40,7
White,141,34,2
White,69,38,174
Black,34,22,7852
White,24,38,9190
Black,148,15,90
White,35,26,8150
White,151,21,45
White,28,63,4
Black,192,21,7
White,25,8,317
White,191,3,8
Black,134,14,221
Black,148,11,66
White,41,4,4790
White,40,42,1102
Black,166,28,4
Black,45,5,5674
White,42,11,2457
White,141,23,68
White,95,44,6
Black,56,26,3025
Black,127,44,1
White,26,55,278
Black,115,29,122
Black,78,8,1221
Black,12,18,328
White,42,17,7004
Black,121,16,389
White,81,44,16
White,19,3,1662
White,55,55,1
White,88,33,182
White,58,50,15
Black,111,15,644
Black,162,19,42
Black,68,39,91
Black,181,4,15
Black,92,47,1
Black,11,47,2732
Black,38,37,2302
White,95,35,76
White,26,47,2577
Black,73,13,2847
White,124,8,122
Black,31,60,9
White,77,2,785
Black,66,21,2951
Black,96,14,1133
White,24,55,362
White,78,21,1903
White,43,23,7535
White,61,36,519
Black,193,9,5
White,39,36,3186
Black,163,18,37
White,19,48,4060
Black,41,63,1
White,191,32,2
Black,15,54,388
White,109,28,223
White,69,34,477
Black,142,25,49
Black,17,15,228
Black,14,40,10254
White,77,16,2595
Black,168,7,32
Black,13,4,1438
Black,158,35,3
White,27,32,8675
White,83,34,220
White,86,31,368
Black,168,13,45
White,175,19,47
Black,86,39,24
White,55,23,5038
Black,14,35,12873
Black,42,45,251
White,21,6,832
White,128,18,231
White,178,7,17
White,48,56,6
White,63,44,56
Black,19,16,601
White,158,5,46
Black,12,47,3067
White,106,24,335
White,188,19,16
Black,44,14,6379
Black,132,37,3
Black,18,48,2277
White,130,15,258
Black,24,31,9304
Black,166,7,36
Black,71,26,1553
Black,110,30,119
Black,52,30,2003
White,117,1,65
Black,45,57,4
White,44,19,7951
Black,58,51,3
Black,184,9,7
Black,167,21,17
White,153,5,71
White,83,12,1481
White,23,26,5623
White,105,14,761
White,173,17,23
Black,150,14,87
Black,53,50,7
Black,161,14,51
Black,97,19,1583
White,49,57,2
White,15,6,556
White,88,1,202
Black,45,51,31
White,118,23,194
White,94,55,1
Black,19,50,1317
White,30,35,7238
White,98,25,525
White,177,3,12
White,69,44,43
White,157,8,29
White,18,7,371
White,26,31,8739
Black,150,18,69
White,10,28,3026
Black,162,6,51
Black,16,56,176
Black,158,23,26
White,132,32,16
White,14,24,1121
White,46,30,3879
Black,22,44,4256
Black,168,23,22
White,194,14,11
White,137,4,142
Black,171,23,17
White,61,11,2596
Black,150,7,63
Black,120,29,97
White,115,7,303
White,179,22,21
Black,92,9,650
White,108,38,16
White,150,6,99
Black,68,21,2796
White,95,40,13
Black,26,58,40
White,198,29,2
Black,137,14,169
White,114,26,236
White,36,4,4206
Black,64,9,2058
White,141,37,1
White,18,2,1205
Black,189,5,17
Black,141,15,154
Black,157,3,44
White,193,27,8
Black,128,20,170
Black,155,28,20
White,23,15,581
Black,141,12,135
White,155,16,63
White,109,20,575
Black,175,17,15
White,62,43,91
Black,73,17,3502
Black,116,12,477
Black,122,15,399
White,130,20,198
White,70,44,35
Black,138,18,132
White,80,50,1
Black,191,16,13
White,55,15,5694
Black,57,8,2716
Black,195,9,2
Black,107,37,10
White,27,28,7967
White,72,52,2
Black,9,53,372
Black,15,22,1721
White,53,33,1691
White,119,3,167
Black,27,53,227
Black,55,49,9
Black,119,29,106
White,85,10,866
White,142,18,112
White,89,15,1515
Black,38,22,7907
White,125,18,249
White,155,19,81
White,47,16,6816
White,36,62,2
White,112,37,16
White,54,46,78
White,184,21,9
Black,27,23,6699
White,32,35,6230
Black,116,10,285
Black,172,11,29
White,192,15,11
White,108,42,6
White,95,5,1128
White,60,26,3506
White,101,39,15
White,181,32,2
Black,73,7,1826
Black,106,20,588
Black,97,40,11
Black,153,1,18
White,67,3,2210
White,118,1,58
Black,114,23,200
Black,144,5,120
Black,91,5,1323
Black,179,10,7
White,198,11,5
Black,31,48,630
Black,166,23,21
Black,98,40,5
Black,86,27,680
White,16,56,466
Black,196,12,8
Black,65,3,2980
Black,92,10,812
White,64,28,2300
Black,162,33,5
Black,16,41,9151
Black,76,23,1356
Black,90,29,404
White,173,11,27
White,188,9,7
Black,25,18,2984
White,27,4,2731
White,165,23,20
Black,70,31,592
White,146,8,44
Black,129,9,128
Black,197,2,2
White,134,10,124
White,141,36,3
Black,75,22,2226
White,99,53,2
White,175,24,14
Black,88,12,1376
Black,27,2,3273
White,38,29,6632
White,40,41,1328
Black,114,34,21
White,38,25,8021
Black,114,7,312
White,92,37,43
Black,28,11,809
White,125,34,16
White,28,6,1618
White,93,18,1267
White,187,32,2
White,67,25,2415
Black,183,11,14
White,21,10,96
Black,43,35,1854
Black,70,6,3068
White,169,11,25
Black,27,9,442
Black,49,10,3126
White,16,38,12661
Black,40,7,2747
Black,90,40,13
White,14,64,16
White,199,3,6
White,61,24,3556
Black,70,50,3
Black,19,56,163
Black,63,8,2247
Black,53,44,80
Black,33,10,1355
Black,123,25,138
Black,148,12,98
Black,46,7,3288
Black,193,30,2
White,116,36,11
White,178,1,3
White,108,15,703
White,36,41,2215
Black,128,15,272
White,50,47,70
Black,133,27,85
White,12,15,62
White,38,13,3162
Black,52,12,4762
Black,194,14,11
White,87,34,153
White,67,12,2617
Black,118,23,176
Black,112,15,632
White,111,35,22
White,37,24,8138
White,26,43,5153
White,156,34,4
White,175,35,1
Black,55,19,7056
White,70,19,4480
Black,129,23,104
White,129,11,147
Black,47,42,298
Black,63,22,3631
Black,65,20,3915
White,150,30,19
Black,164,34,1
White,134,18,149
Black,62,29,1480
Black,120,9,188
White,143,19,185
Black,147,19,114
Black,176,7,20
Black,182,21,7
White,100,4,713
Black,32,2,3900
White,156,17,57
White,138,48,1
White,16,29,5029
White,12,67,2
White,13,42,11879
White,57,55,3
Black,37,1,1867
White,54,33,1562
Black,104,22,613
Black,33,52,134
White,128,40,1
White,43,22,7684
White,93,20,1147
White,17,49,3610
Black,157,5,63
White,118,5,397
Black,47,54,4
Black,125,13,332
Black,105,39,5
Black,165,15,48
White,21,17,652
Black,147,12,109
White,31,20,5449
Black,99,3,596
White,173,27,12
Black,107,22,541
White,120,20,363
White,128,27,104
White,79,11,1356
Black,95,21,673
White,153,18,67
White,140,9,75
Black,181,24,11
White,80,45,7
White,57,54,4
Black,44,41,492
White,107,14,709
Black,53,29,2361
Black,77,11,1742
Black,83,6,1806
White,98,30,323
White,162,20,42
White,144,37,1
White,83,27,987
White,13,28,3177
White,171,24,17
White,110,35,24
Black,94,11,880
Black,65,19,5328
White,29,66,1
Black,78,43,9
White,22,59,77
Black,164,1,12
White,122,34,18
Black,52,25,3974
Black,88,37,40
Black,111,11,470
White,40,8,1369
White,134,41,1
Black,115,34,23
Black,18,35,11654
Black,41,22,7405
White,197,27,3
Black,38,1,1761
Black,151,21,49
Black,91,8,684
Black,122,21,180
White,41,30,5364
White,107,4,550
Black,25,55,144
White,185,13,14
White,12,47,6243
Black,12,53,433
Black,109,22,477
Black,20,19,1645
Black,115,38,5
Black,186,14,14
Black,41,47,182
White,83,21,1462
Black,182,30,6
Black,103,40,13
Black,9,34,14366
Black,69,29,1137
White,61,18,5148
White,15,50,3094
Black,193,16,12
White,65,55,1
White,27,37,7920
White,78,4,2027
White,71,12,2382
White,40,5,4191
White,45,46,221
White,120,36,12
White,34,64,1
Black,10,24,2315
Black,171,25,14
White,54,8,2139
Black,189,15,16
White,175,32,1
Black,46,37,890
White,75,38,117
Black,145,10,68
White,200,12,4
White,95,31,201
White,10,3,852
Black,176,24,17
Black,192,1,3
Black,64,5,4301
Black,89,12,1326
White,114,2,140
Black,143,36,1
White,48,52,28
White,27,19,3202
Black,41,25,6571
White,40,65,1
White,152,26,39
White,70,33,632
Black,33,47,630
Black,188,24,3
Black,94,30,250
White,53,15,5785
White,9,23,525
White,160,13,61
Black,37,27,6913
White,52,54,5
White,132,11,161
White,90,19,2259
White,85,26,1057
Black,163,25,25
Black,82,4,1922
Black,54,5,5555
Black,71,24,1750
White,143,22,100
White,20,35,10698
White,11,5,614
White,39,14,4154
White,44,3,4029
White,73,41,68
White,38,64,1
White,192,8,5
Black,59,31,1079
White,46,48,103
Black,27,28,8653
Black,127,6,253
Black,186,13,19
White,50,59,2
Black,70,47,2
White,122,11,238
White,185,32,3
White,16,63,26
Black,109,24,263
White,150,20,81
Black,87,37,40
White,167,20,43
Black,117,1,91
White,95,34,85
White,126,19,452
White,42,38,1740
Black,65,11,2717
White,137,29,50
Black,171,13,35
Black,15,31,10009
Black,103,10,516
Black,164,5,42
Black,167,25,18
White,37,52,128
White,131,7,132
Black,179,8,14
Black,108,39,3
White,29,1,1146
Black,63,34,433
Black,112,25,201
White,188,16,12
Black,66,44,25
Black,164,29,8
Black,12,19,429
White,10,14,37
White,19,40,11058
White,146,7,75
White,35,2,2909
White,42,15,5814
White,172,5,34
Black,164,32,4
White,14,50,3148
White,69,40,133
Black,199,29,2
Black,144,15,117
Black,94,12,1125
Black,70,35,195
White,93,31,265
Black,140,12,146
White,150,22,78
White,53,55,1
Black,35,38,2814
White,76,30,835
Black,152,14,75
Black,160,20,36
White,136,41,2
Black,52,34,938
White,16,28,4069
Black,20,45,4093
Black,165,37,1
Black,41,9,2301
White,72,33,570
White,128,4,203
Black,58,54,2
Black,141,25,57
White,152,8,38
White,22,15,415
Black,42,37,1446
Black,165,6,40
Black,78,19,3293
White,172,19,46
White,145,4,79
White,129,46,1
White,30,20,5137
Black,101,24,363
White,15,27,2973
Black,108,19,979
White,63,38,300
White,54,17,6596
White,59,54,3
Black,94,20,966
Black,195,7,3
Black,73,14,3060
Black,85,12,1527
Black,78,31,387
White,133,42,1
White,21,58,132
White,37,23,7969
Black,99,32,101
Black,179,20,11
Black,135,1,45
White,68,22,3388
White,79,16,2423
Black,47,2,3655
Black,170,5,36
Black,17,34,11806
White,190,12,14
White,69,20,3451
Black,15,12,60
White,44,8,1794
White,59,31,1653
Black,119,4,335
Black,40,13,4840
White,60,16,5207
White,29,17,2839
White,85,27,920
White,99,9,443
Black,109,39,5
White,37,57,19
Black,30,62,3
Black,12,31,10653
Black,133,22,139
White,172,10,17
Black,16,43,6930
White,54,38,572
Black,42,36,1700
White,96,21,741
Black,113,13,585
White,32,59,24
Black,74,29,883
Black,156,22,41
Black,62,55,3
Black,187,8,8
White,174,18,26
White,193,26,6
Black,125,33,20
White,10,17,82
Black,36,63,1
Black,41,29,4635
White,32,42,3037
Black,69,22,2752
White,50,18,7032
Black,15,59,42
Black,70,15,3724
Black,145,21,54
Black,67,32,556
White,88,35,117
Black,47,49,33
Black,97,35,34
Black,32,10,1212
Black,56,13,5219
Black,78,5,2356
Black,50,40,297
White,34,37,4468
White,39,4,4514
White,123,30,76
Black,46,31,2575
Black,105,34,22
Black,18,20,1541
Black,79,39,37
Black,146,12,111
Black,26,56,85
Black,41,38,1400
White,38,55,30
Black,102,10,502
Black,11,11,22
White,174,11,22
Black,104,15,910
White,158,17,60
White,118,24,190
White,106,29,250
Black,200,8,4
White,145,43,1
White,197,11,3
White,122,33,22
White,64,24,2961
White,120,9,174
Black,162,21,24
Black,103,7,544
Black,71,7,1970
White,30,58,42
Black,133,31,25
Black,197,18,5
White,188,3,5
White,120,45,3
White,162,19,64
White,30,28,8480
White,126,18,240
White,117,42,5
White,45,19,7763
Black,170,23,17
White,30,37,6415
Black,23,65,1
Black,124,20,240
Black,77,38,73
White,44,28,5758
Black,18,1,748
Black,10,4,1176
White,189,26,8
Black,154,27,19
Black,15,38,12100
White,16,51,2339
White,55,30,2568
Black,87,48,2
White,173,24,21
White,103,12,677
Black,157,21,41
Black,99,24,422
Black,187,20,9
White,126,30,56
White,181,26,12
Black,29,63,2
Black,183,3,5
White,27,70,1
Black,52,11,3798
Black,85,13,1718
Black,96,20,931
Black,76,36,104
Black,55,4,5602
White,177,15,27
White,20,47,4455
Black,117,22,337
White,134,21,122
Black,186,21,5
Black,20,8,211
Black,112,24,239
Black,152,20,61
White,66,52,4
Black,9,18,227
White,95,33,125
Black,115,2,163
White,150,17,89
White,25,11,254
White,28,36,7766
Black,17,18,711
Black,114,14,535
Black,17,54,354
Black,144,16,119
Black,167,6,46
White,114,37,8
White,166,34,2
White,15,35,11132
Black,40,4,6125
White,16,58,221
Black,150,32,10
White,64,30,1607
Black,23,12,384
Black,123,37,3
White,168,24,16
Black,41,19,8112
White,95,36,56
Black,140,24,64
Black,87,23,760
White,38,49,307
Black,123,47,1
White,67,15,3879
White,43,32,3874
Black,43,41,580
White,76,36,222
Black,78,42,9
White,28,22,5287
White,77,10,1145
Black,182,20,7
White,68,21,3176
Black,40,56,11
White,145,6,124
White,195,24,6
White,167,24,14
Black,74,18,2988
Black,9,46,3188
White,63,50,5
White,121,19,585
White,157,12,59
Black,84,17,2112
White,127,41,1
White,128,33,23
Black,18,27,6248
Black,113,25,229
Black,165,12,41
Black,71,3,2301
White,33,41,3177
Black,71,5,3207
White,35,38,3758
White,114,19,835
Black,147,15,100
White,120,18,358
Black,145,11,82
White,56,51,9
White,128,35,10
White,81,10,1027
White,191,16,12
White,114,43,2
Black,41,44,424
White,69,54,2
White,75,47,8
White,43,5,4387
Black,49,9,2836
Black,18,21,1938
White,52,36,1050
Black,111,18,495
Black,82,7,1238
White,92,9,580
White,10,31,6415
White,64,44,44
White,23,21,2535
White,140,7,93
Black,65,32,632
Black,138,16,155
White,169,23,18
White,48,61,1
Black,53,38,346
Black,58,33,741
White,61,38,333
White,20,37,11146
Black,61,2,2279
Black,146,27,33
Black,15,35,12555
White,173,5,28
White,95,38,29
White,109,43,1
White,101,3,449
White,101,46,1
Black,141,14,143
Black,114,15,592
Black,38,31,4542
Black,83,11,1407
Black,43,7,3125
White,80,35,184
White,81,11,1212
White,22,14,304
Black,74,37,101
Black,131,2,84
White,199,8,4
Black,62,44,30
White,170,35,4
White,61,20,5020
Black,126,30,63
White,34,22,7247
Black,78,33,219
White,43,48,149
Black,62,49,6
White,70,7,1789
White,149,4,81
White,53,5,4606
White,60,27,3034
White,30,43,3353
Black,42,24,6634
White,33,30,7792
White,49,23,6293
White,44,49,94
Black,42,7,3020
White,127,1,38
Black,200,30,1
White,142,3,73
White,17,26,2810
White,149,33,5
White,181,8,10
White,140,23,70
Black,51,3,4758
White,148,9,45
Black,27,24,7135
Black,158,1,18
White,108,35,30
White,121,8,142
White,47,32,2886
Black,113,44,1
White,58,41,192
Black,119,17,427
Black,84,39,36
Black,80,42,10
White,12,12,31
White,71,40,108
Black,149,16,102
Black,36,18,7148
Black,124,17,300
Black,9,44,4986
White,65,41,101
Black,133,10,135
White,54,48,30
White,80,48,2
White,28,72,1
White,68,3,2140
Black,70,1,554
Black,54,37,427
White,18,5,1039
White,10,38,13666
Black,51,50,18
White,52,12,3880
Black,16,22,1972
White,124,2,111
White,38,34,4301
Black,83,49,1
White,21,44,6926
Black,104,29,222
White,25,46,3529
Black,9,14,38
White,21,51,1612
Black,81,15,2265
Black,141,35,1
White,151,9,46
Black,86,33,131
White,26,56,175
White,175,13,29
White,189,13,11
Black,97,25,439
Black,16,14,151
Black,132,3,128
White,178,26,9
Black,36,60,1
White,134,26,99
White,148,28,35
Black,82,8,955
White,152,29,26
White,94,6,1225
White,16,41,11862
Black,99,6,911
White,86,3,978
White,23,7,551
Black,109,31,60
White,169,15,41
Black,180,17,18
White,150,33,8
White,188,23,5
White,29,11,537
Black,115,6,453
White,54,55,3
White,75,4,2251
Black,27,38,6208
White,41,65,1
White,53,17,6706
Black,85,28,594
Black,22,35,9996
White,90,35,98
Black,139,13,178
Black,86,42,7
Black,42,32,2991
White,117,48,1
White,43,31,4274
Black,198,17,5
Black,79,30,461
White,190,17,8
Black,155,35,1
White,96,48,1
White,80,1,237
Black,53,8,2798
White,10,65,3
Black,88,21,971
Black,88,36,40
White,163,4,31
White,73,19,3931
White,200,14,9
Black,106,17,760
Black,50,3,4802
Black,49,35,971
Black,76,27,1080
White,144,1,24
Black,183,18,7
Black,110,8,301
Black,151,6,85
Black,183,28,9
Black,171,3,19
Black,80,12,1886
Black,67,45,9
Black,26,60,12
White,81,1,237
Black,98,28,301
White,120,7,206
Black,64,44,28
White,14,11,21
Black,53,36,591
White,18,13,95
Black,28,51,398
Black,71,46,8
White,123,32,36
Black,77,10,1437
Black,56,22,4736
White,173,26,15
White,15,34,10113
Black,26,17,2823
Black,89,47,2
Black,9,15,72
White,31,45,2068
Black,105,21,452
White,34,62,1
Black,118,26,171
White,11,1,237
White,183,18,20
White,21,38,10613
Black,126,2,118
Black,65,25,2164
White,48,42,409
White,58,40,267
Black,40,43,615
Black,121,31,38
White,92,30,348
White,184,2,2
White,195,14,9
White,89,23,797
White,199,4,11
Black,19,13,226
Black,156,11,64
White,52,8,2095
Black,135,31,22
White,136,18,132
White,110,3,303
White,49,56,2
Black,138,22,111
Black,146,18,72
White,158,12,55
White,183,16,15
White,187,24,9
White,145,26,55
White,192,3,7
White,11,42,12154
Black,178,17,23
White,66,41,109
White,65,39,198
Black,59,45,32
Black,32,68,1
White,75,21,2251
White,85,37,87
White,137,12,156
Black,128,26,110
White,141,33,9
Black,50,60,2
Black,83,17,2256
Black,124,5,279
White,12,26,1732
White,123,29,125
Black,147,22,66
Black,58,17,6280
White,131,37,6
White,41,13,3770
White,18,60,71
Black,196,16,9
White,19,33,9322
White,158,24,41
Black,58,45,44
Black,53,31,1603
White,99,30,268
Black,178,1,10
Black,124,30,60
White,89,8,617
Black,26,9,414
White,161,34,3
Black,146,16,100
Black,38,55,18
Black,47,21,6691
White,104,28,336
White,142,7,98
Black,68,28,1330
White,190,14,5
Black,119,21,230
Black,90,34,71
Black,115,10,313
Black,127,16,276
Black,25,65,1
Black,73,9,1397
Black,16,13,91
White,29,30,8501
White,62,1,496
Black,13,50,1306
White,107,37,18
White,116,7,239
White,103,36,34
Black,157,32,2
White,95,30,322
White,74,38,148
Black,21,13,321
Black,140,30,30
Black,13,7,245
White,28,64,5
Black,47,20,7312
White,199,18,7
White,117,5,405
White,117,34,29
Black,58,1,992
Black,80,21,1561
White,130,27,107
Black,148,17,113
White,26,53,520
Black,81,36,82
Black,76,21,1825
White,24,5,1720
White,60,7,2553
White,27,35,8553
White,182,3,8
White,126,44,1
Black,67,16,4406
Black,81,23,1023
Black,65,2,1962
White,96,6,1056
Black,84,13,1789
White,75,39,116
Black,35,26,7803
Black,54,23,4318
Black,91,18,1295
White,82,2,682
White,117,33,39
Black,113,19,789
Black,72,35,214
White,157,27,25
White,147,29,31
White,72,19,4166
White,50,3,3741
White,97,25,526
Black,28,17,3718
White,81,47,4
White,19,38,11694
White,26,64,6
White,135,7,93
White,74,47,3
Black,19,27,6582
Black,120,51,1
White,197,33,1
White,184,11,9
White,109,9,300
White,172,33,4
Black,198,8,3
White,55,11,2935
White,107,16,735
Black,77,7,1460
Black,115,25,168
White,64,29,1937
White,143,24,58
Black,49,34,1219
Black,69,25,1801
Black,16,58,66
Black,37,55,20
Black,58,53,3
Black,20,29,8463
White,105,41,5
Black,156,13,80
White,61,37,433
Black,136,6,162
Black,106,31,94
White,101,32,123
Black,61,9,2313
Black,36,50,160
Black,185,13,6
White,88,18,1554
Black,32,20,7053
Black,77,16,3019
Black,26,54,204
White,174,28,14
Black,147,14,106
White,172,30,5
Black,55,51,6
White,112,42,1
White,38,50,207
Black,72,4,2922
Black,112,19,830
White,26,26,7164
White,87,19,2398
Black,27,66,1
Black,200,31,2
Black,97,17,1216
White,127,10,140
Black,31,15,3782
White,143,5,115
Black,128,9,136
Black,97,9,530
White,10,30,5064
Black,19,9,91
Black,11,23,1707
Black,134,17,177
Black,114,37,8
White,125,29,95
Black,32,55,50
White,138,25,80
Black,31,61,5
White,194,29,1
White,79,36,166
White,45,67,1
Black,102,11,646
White,16,34,10056
Black,116,23,169
Black,121,46,1
White,57,15,5451
Black,142,6,122
Black,75,46,6
White,71,48,6
White,193,15,14
White,199,36,1
Black,160,15,55
