color,fullmove,legal_moves,count
White,72,43,35
White,44,4,4774
White,103,8,350
Black,23,41,6212
Black,58,38,228
Black,76,12,2147
White,154,13,56
White,23,64,5
Black,36,62,2
White,63,18,4808
Black,29,34,7108
Black,57,10,2918
Black,72,9,1557
White,153,15,77
White,89,17,1617
White,18,36,11529
Black,132,17,227
Black,83,14,2009
White,10,34,10333
White,23,47,3552
Black,56,56,1
Black,104,44,1
Black,144,38,1
White,200,5,4
Black,42,19,8280
Black,32,50,308
Black,168,33,2
White,188,24,6
Black,23,28,8376
Black,140,9,76
White,36,5,3658
White,143,26,69
Black,73,51,1
White,140,5,117
White,60,59,1
White,184,28,6
Black,23,18,2171
White,91,24,719
White,50,2,2364
White,84,25,1003
White,68,47,11
White,153,7,41
Black,117,19,647
White,48,29,4259
White,59,37,524
White,38,41,1662
White,159,12,34
Black,186,27,2
Black,149,33,5
White,106,19,1189
Black,65,18,4398
White,114,14,491
Black,113,28,167
Black,9,58,51
White,60,48,29
White,124,39,7
White,32,62,6
White,87,28,695
Black,49,8,2873
White,9,2,502
Black,44,23,6445
White,16,57,283
White,119,5,360
White,119,25,193
Black,12,51,852
White,109,33,56
White,67,21,3323
Black,157,31,5
Black,91,33,122
White,165,5,43
Black,57,2,2636
Black,32,60,3
White,53,40,419
White,155,36,1
White,38,33,4769
Black,70,37,124
White,116,32,53
Black,168,16,50
Black,49,58,1
White,74,14,2691
Black,63,33,552
White,185,18,16
White,33,14,2437
White,186,26,7
Black,93,10,784
Black,77,42,17
White,9,21,226
Black,41,60,2
Black,73,32,373
White,182,10,12
White,111,45,2
Black,104,30,146
White,94,9,529
White,71,24,2097
White,54,42,220
White,29,28,8225
White,148,3,44
White,18,30,6475
White,29,15,1920
White,59,17,5708
Black,17,13,136
White,91,8,574
Black,180,11,19
White,198,19,8
White,174,6,28
Black,66,4,3969
Black,138,2,58
White,187,6,13
Black,77,25,1148
Black,140,26,73
White,35,59,8
White,19,37,11702
White,22,11,99
White,35,10,1079
Black,21,20,2388
Black,76,22,2112
Black,35,45,708
Black,145,19,148
Black,186,24,5
Black,119,9,179
White,39,30,5861
White,175,18,25
White,21,63,6
White,65,44,49
Black,189,30,1
Black,149,21,59
White,32,39,4435
White,165,21,23
White,22,58,126
Black,71,47,5
Black,92,1,209
Black,16,16,286
White,121,2,124
White,199,22,4
Black,168,14,38
Black,51,25,4185
Black,44,40,680
Black,148,16,95
Black,150,13,79
White,85,19,2667
Black,61,7,2870
Black,11,39,11537
White,64,23,3256
Black,73,1,483
White,190,18,12
White,85,49,2
Black,25,22,5316
White,98,40,12
Black,77,9,1195
White,11,48,5118
Black,50,34,1092
White,13,32,7543
White,186,34,1
Black,90,35,58
Black,164,17,48
White,63,31,1362
Black,25,54,221
White,131,16,220
White,124,26,142
Black,29,65,1
White,142,13,146
Black,138,7,112
White,24,18,1514
White,39,39,2023
Black,59,33,714
Black,72,28,1087
Black,159,28,17
White,161,31,11
Black,92,55,1
White,130,43,1
Black,60,8,2534
Black,154,10,49
White,151,2,24
Black,54,55,2
Black,50,43,147
Black,132,10,109
White,177,12,25
Black,57,9,2559
Black,30,5,3319
Black,88,25,685
White,99,19,1569
Black,108,7,424
Black,60,16,5839
Black,147,8,61
Black,84,11,1316
Black,139,44,1
White,143,18,102
Black,167,29,9
White,107,23,333
White,130,4,182
White,91,35,89
White,81,13,1884
White,93,3,737
White,56,22,5463
White,71,6,2902
Black,141,29,24
White,79,9,956
Black,37,53,45
Black,170,6,34
Black,123,43,1
Black,189,12,17
White,10,35,11585
Black,17,39,10565
Black,79,34,152
Black,30,17,4459
Black,122,32,26
Black,40,50,63
Black,136,24,77
Black,194,16,12
Black,25,28,8468
Black,110,37,8
White,69,22,3233
Black,74,20,2559
White,147,24,50
Black,70,20,2995
Black,37,19,7715
White,51,17,6808
Black,37,34,3645
White,164,11,31
Black,125,22,203
Black,72,40,53
White,85,3,1019
White,129,12,206
White,175,33,3
Black,140,29,50
Black,21,58,61
Black,22,46,3080
White,118,12,360
White,25,61,17
Black,35,20,7627
Black,147,23,50
Black,136,37,1
Black,51,21,5918
White,120,12,334
White,130,8,95
Black,12,48,2319
White,114,4,417
Black,159,4,49
Black,35,52,89
Black,52,4,5936
White,116,20,415
White,169,35,1
White,141,13,136
Black,140,22,98
White,195,6,13
White,123,10,185
White,85,38,61
Black,18,47,2972
White,30,31,8137
Black,63,14,4563
White,129,40,1
White,110,49,1
Black,131,29,53
White,53,6,4311
White,56,17,6095
White,51,56,2
White,34,60,8
White,109,4,488
Black,60,46,14
Black,108,14,641
Black,39,21,7829
White,35,35,4884
White,20,57,203
White,108,22,611
Black,92,23,603
White,62,47,26
White,165,30,7
Black,54,40,210
Black,185,33,3
White,50,15,6312
White,36,31,6355
White,51,48,60
Black,164,24,24
White,35,54,88
Black,99,13,1008
White,196,8,2
Black,72,10,1681
White,152,28,20
White,164,34,2
Black,44,13,5592
Black,103,27,298
White,10,42,12198
White,48,4,5027
White,93,33,141
Black,115,5,478
White,137,2,56
Black,145,23,63
White,94,34,87
Black,65,36,229
White,198,33,1
White,13,45,8594
Black,50,49,22
White,58,24,4066
White,37,20,7291
White,63,41,129
Black,174,12,27
White,86,4,1441
White,105,17,833
Black,109,23,282
Black,145,27,38
Black,55,20,5793
Black,195,12,10
White,85,8,740
White,195,11,7
White,27,56,159
White,186,32,1
Black,55,14,5929
Black,156,39,2
White,46,2,2694
Black,86,7,1044
White,21,50,2174
White,191,29,2
Black,70,23,1852
Black,200,7,5
Black,119,7,279
Black,88,3,1025
White,164,10,29
Black,38,61,1
Black,193,2,5
Black,59,39,161
Black,132,31,27
White,170,23,21
Black,154,8,38
White,168,12,31
White,97,46,2
Black,65,47,7
Black,37,62,2
Black,102,35,24
Black,110,22,458
White,120,5,320
Black,66,29,1226
Black,68,29,1148
White,97,5,992
White,105,8,307
White,45,30,4272
Black,42,1,1706
Black,95,10,686
Black,189,13,13
Black,106,30,125
Black,190,1,4
Black,126,45,1
Black,57,12,4330
White,23,50,1749
Black,63,15,4995
Black,27,59,12
White,126,32,27
Black,67,27,1698
White,166,3,25
White,99,21,664
Black,162,14,38
Black,152,28,24
White,179,30,1
Black,63,6,3940
Black,181,26,8
White,68,24,2396
White,169,6,33
Black,75,2,1251
White,191,15,13
White,13,63,21
White,95,13,1101
Black,87,16,1837
Black,194,10,4
White,76,3,1555
Black,25,23,5884
Black,177,21,4
White,137,13,185
White,105,27,361
White,122,7,191
White,153,34,1
White,174,27,14
Black,114,5,462
Black,199,11,8
White,60,54,1
White,74,4,2399
Black,59,47,10
White,27,63,8
Black,37,58,7
Black,13,61,16
White,34,33,6219
Black,46,28,4047
Black,20,6,927
White,165,24,23
Black,57,26,3021
Black,62,17,5509
Black,34,35,4333
White,86,9,778
White,181,13,20
Black,115,27,193
White,198,14,4
Black,199,1,1
White,112,39,7
Black,9,36,14059
White,103,31,154
Black,35,51,115
Black,75,39,45
Black,48,9,2808
Black,43,62,3
White,87,36,101
White,165,26,12
Black,51,32,1460
Black,106,33,51
White,155,33,7
White,41,24,7671
White,64,34,651
Black,117,16,438
Black,144,31,21
Black,22,40,7413
Black,68,18,3863
White,10,45,8727
White,121,28,147
White,41,10,1747
Black,145,13,108
Black,177,6,20
White,72,13,2583
White,192,13,18
White,102,34,64
White,108,43,4
White,97,43,4
Black,9,25,3214
White,35,1,1227
White,69,39,145
White,128,9,111
Black,19,21,2224
Black,78,39,40
Black,106,5,654
Black,68,24,1970
White,56,45,80
Black,14,29,7689
Black,36,12,3010
Black,94,25,585
White,147,7,45
Black,105,40,5
White,137,39,2
Black,194,11,5
White,12,40,13069
White,141,35,7
White,80,31,527
Black,32,47,691
White,170,30,8
White,43,41,892
Black,135,10,108
Black,168,32,3
White,134,23,90
Black,170,31,1
White,116,14,442
White,46,17,7053
White,32,36,5915
White,137,7,102
White,157,40,1
White,31,19,4859
White,18,20,691
Black,126,35,6
White,81,15,2170
White,83,38,55
White,15,21,528
Black,120,23,157
White,86,32,286
Black,190,3,7
White,87,39,44
White,10,23,534
Black,143,33,9
Black,167,9,23
Black,177,9,13
Black,31,9,915
Black,90,2,572
Black,43,28,4690
Black,37,48,250
White,24,57,143
Black,89,22,1163
Black,59,4,5150
Black,57,33,844
White,161,27,24
White,104,31,145
White,194,9,3
Black,61,25,2577
White,190,32,1
White,87,9,738
Black,29,41,3588
Black,10,53,370
White,26,28,7990
Black,87,33,154
Black,200,19,8
Black,171,12,31
White,50,8,2049
White,96,20,1028
Black,153,4,74
Black,111,1,106
White,121,22,313
White,46,28,5227
White,52,31,2446
Black,140,36,2
White,48,54,6
Black,196,32,1
Black,110,36,5
Black,108,24,271
Black,15,41,9238
White,57,28,3187
Black,100,36,28
Black,79,33,221
Black,96,43,3
Black,130,1,55
White,18,28,4807
White,171,23,14
Black,65,43,31
White,102,44,3
Black,26,26,7816
White,33,21,6689
White,32,49,725
White,136,36,6
White,121,32,62
Black,108,17,706
White,153,24,48
Black,140,18,101
White,89,25,790
Black,9,49,1392
Black,84,4,1654
Black,101,23,403
Black,52,55,2
Black,28,41,4008
White,175,17,25
White,28,1,1078
White,128,11,176
White,133,31,27
White,62,20,4840
Black,30,50,399
Black,155,6,69
White,70,36,321
Black,10,1,395
Black,169,9,15
Black,178,10,19
Black,91,16,1596
White,140,17,136
Black,27,7,884
Black,26,42,4276
Black,93,18,1154
Black,108,36,13
Black,41,26,6331
Black,181,12,19
White,15,4,1211
Black,137,15,174
White,50,5,4914
White,69,30,1152
Black,75,12,2308
White,78,50,1
Black,145,18,79
Black,44,59,1
Black,135,38,1
White,190,26,2
Black,170,1,12
Black,116,36,10
White,174,33,1
Black,29,50,496
Black,9,24,2319
White,133,4,166
White,121,11,225
White,78,52,1
Black,115,40,3
Black,104,10,489
Black,89,41,6
White,177,32,3
White,102,24,430
White,114,21,314
Black,170,18,20
Black,52,23,4806
Black,20,53,453
Black,113,14,508
White,26,58,87
Black,25,17,2459
Black,29,43,2554
Black,197,19,9
White,37,19,6870
Black,15,33,11628
Black,27,50,604
Black,134,2,69
Black,73,30,687
Black,49,26,4328
White,171,5,38
Black,48,2,3573
Black,187,14,14
Black,139,29,42
Black,199,14,8
White,67,49,6
Black,21,3,2592
White,147,8,57
Black,108,23,261
White,171,4,18
White,66,32,941
Black,85,32,179
White,61,41,151
White,25,50,1398
Black,9,20,490
White,31,8,652
White,72,37,209
White,46,21,7333
Black,171,24,16
Black,65,9,2049
Black,111,4,526
Black,13,29,7767
White,36,1,1182
White,198,16,6
White,39,5,4021
White,17,47,5544
Black,110,11,442
White,79,37,128
Black,136,36,3
Black,31,62,3
White,104,26,424
White,13,30,5337
Black,147,18,97
White,109,34,46
White,85,22,1558
White,86,28,745
White,17,8,203
Black,45,54,6
Black,58,19,6629
Black,34,38,3155
White,34,34,5739
White,42,48,179
White,94,52,1
Black,45,36,1231
Black,182,24,4
White,75,58,1
White,133,29,61
Black,165,18,32
White,37,5,3712
White,13,43,10929
White,86,29,668
Black,175,7,21
White,156,19,86
White,114,22,452
Black,90,12,1304
White,62,37,392
Black,165,31,5
White,114,39,9
Black,102,45,1
White,42,16,6529
White,30,32,8153
White,106,11,470
Black,33,14,3718
White,48,11,2867
White,165,20,40
Black,38,23,7870
Black,37,35,3229
White,103,37,26
Black,13,28,6410
Black,28,59,16
Black,135,24,82
Black,182,27,6
Black,84,21,1224
White,21,12,126
Black,169,35,2
White,33,62,6
Black,39,45,416
Black,154,28,26
Black,185,23,6
White,53,35,1057
White,59,41,187
Black,72,38,77
White,128,1,42
Black,110,20,460
Black,101,36,23
White,38,62,4
Black,11,25,3146
White,11,29,4061
Black,68,8,1900
White,93,19,1936
White,127,19,450
Black,119,55,1
White,9,8,71
White,195,13,9
Black,17,49,1838
White,135,28,63
White,90,21,1005
Black,85,9,872
Black,136,31,14
White,143,2,41
White,78,3,1468
Black,24,23,5390
White,37,36,3814
White,99,39,14
White,85,32,295
Black,20,52,657
White,133,40,2
White,51,39,603
White,59,28,2889
White,145,39,1
Black,70,38,104
Black,44,48,72
White,70,27,1876
White,165,17,37
Black,172,10,19
White,60,43,99
Black,14,44,5871
Black,129,15,260
White,196,26,6
Black,200,23,2
White,145,28,36
Black,108,42,1
Black,154,9,30
Black,55,7,3285
White,39,16,5880
Black,30,19,5787
Black,68,6,3284
White,106,39,13
White,77,18,2582
Black,93,42,4
White,14,44,9634
White,154,14,80
Black,67,2,1692
White,79,22,2071
White,150,4,81
Black,34,29,6883
Black,56,27,2790
White,98,16,1163
White,126,38,4
White,103,9,402
White,91,31,285
White,58,22,5044
White,34,30,7439
White,109,16,685
White,12,9,49
Black,119,41,1
Black,55,46,28
White,14,52,1806
White,104,25,380
Black,150,3,52
White,11,55,739
Black,51,39,352
White,62,2,1582
White,147,10,56
Black,180,27,9
White,173,1,2
Black,114,19,739
White,19,57,246
Black,186,30,2
Black,73,16,3515
White,73,42,64
Black,68,45,12
White,131,44,1
White,13,51,2473
Black,197,9,4
Black,17,32,10695
White,92,8,578
Black,133,13,213
White,118,36,13
White,95,32,154
White,91,33,149
Black,161,17,48
White,100,3,482
White,25,30,8431
Black,152,34,3
Black,29,69,1
Black,56,20,5579
White,61,9,1841
Black,102,20,646
White,75,43,29
Black,76,7,1554
Black,123,24,158
Black,83,7,1154
Black,40,45,362
Black,150,26,47
Black,25,12,570
Black,15,60,30
Black,57,55,1
Black,28,44,2435
Black,39,19,8099
White,117,32,45
White,11,67,2
White,23,29,7586
Black,131,12,222
White,67,1,416
White,74,48,1
Black,151,16,96
Black,88,4,1432
Black,14,18,402
Black,35,34,4336
Black,26,33,8821
Black,38,39,1701
White,68,41,106
Black,171,10,22
Black,106,37,9
White,166,22,37
White,141,48,1
White,42,50,100
White,151,8,60
White,138,3,74
Black,101,28,274
Black,48,3,5040
Black,36,55,25
Black,131,11,183
White,134,13,192
White,79,31,536
White,21,59,99
Black,141,20,95
Black,166,26,18
Black,10,27,5416
White,158,1,10
Black,130,42,1
White,41,27,6937
Black,17,30,8962
Black,34,4,5032
White,41,22,7885
Black,105,28,217
White,62,42,119
Black,144,13,121
Black,31,40,3304
Black,50,30,2281
Black,35,1,1825
White,119,43,1
Black,33,32,5865
Black,171,15,50
White,104,37,19
White,35,14,3142
White,14,32,7554
Black,85,39,26
White,58,52,5
White,84,6,1763
Black,152,5,79
White,67,18,4039
Black,75,6,2514
Black,136,7,126
Black,86,41,15
White,121,39,5
White,131,23,99
White,57,26,4027
White,89,14,1382
White,47,17,7290
White,56,1,690
White,126,28,91
Black,71,43,23
White,166,17,33
Black,9,5,727
White,29,46,2186
Black,25,40,5879
Black,92,30,249
Black,120,27,143
Black,49,24,4921
White,176,18,19
Black,176,21,9
White,84,26,1025
White,131,36,7
Black,184,5,26
Black,11,19,391
Black,29,7,1101
Black,130,31,21
White,12,41,12743
Black,48,38,605
Black,116,4,418
White,147,37,3
White,70,49,6
Black,186,10,12
Black,124,16,331
White,172,35,2
White,18,45,7144
Black,44,15,7013
Black,62,3,3458
White,130,26,132
White,48,30,3680
Black,193,14,8
White,135,3,88
White,133,8,77
Black,151,30,17
White,146,33,7
Black,94,1,224
Black,189,19,8
Black,72,50,1
White,122,18,309
Black,15,62,6
White,10,9,33
White,15,12,51
White,33,53,174
Black,88,7,965
White,35,7,1464
Black,188,7,9
Black,16,36,12319
Black,47,53,8
Black,33,19,6881
White,162,21,37
White,61,33,1057
Black,70,18,3569
Black,145,5,117
White,92,12,1073
White,53,37,796
White,11,61,61
White,15,2,964
White,11,41,12912
White,128,28,89
White,59,35,771
Black,46,48,47
Black,110,35,12
Black,199,16,3
White,146,21,61
White,36,39,2876
White,157,22,50
White,38,9,1212
Black,96,32,100
Black,45,27,4812
White,33,31,7362
Black,32,56,20
Black,185,9,9
Black,107,25,300
White,47,47,110
Black,98,38,21
White,48,44,256
Black,34,37,3522
Black,22,24,5327
Black,118,2,169
White,149,24,44
Black,47,47,54
Black,146,21,51
White,72,9,1325
White,131,3,116
Black,52,7,3495
Black,112,9,288
Black,95,23,531
White,112,26,278
White,70,4,2757
Black,34,15,4846
Black,68,35,261
White,59,36,576
White,119,16,407
White,65,24,2851
Black,30,48,719
White,186,6,13
White,63,33,882
Black,178,26,7
White,13,2,769
White,160,32,5
Black,177,22,22
Black,184,32,2
White,14,46,7366
White,102,39,15
White,51,16,6579
White,169,17,32
Black,122,34,20
White,47,20,7612
White,147,9,55
Black,29,32,7617
White,157,21,42
Black,157,1,18
White,34,55,71
Black,147,33,5
White,60,36,592
White,57,32,1617
Black,34,60,3
White,39,22,8010
Black,14,12,46
Black,31,29,7802
Black,86,35,65
White,98,43,5
Black,186,15,19
White,181,1,3
Black,142,28,52
White,29,45,2615
Black,12,56,132
Black,114,17,535
White,85,14,1674
Black,192,29,5
Black,116,21,238
Black,175,24,3
White,58,45,57
Black,59,28,2023
Black,68,17,4375
Black,31,50,362
White,64,33,852
Black,60,25,2724
Black,139,20,97
Black,144,9,61
Black,52,16,7054
White,163,6,53
White,190,25,3
White,190,27,7
Black,68,46,9
White,182,12,16
White,190,19,19
Black,92,8,677
White,146,15,115
Black,43,4,6184
Black,64,38,141
Black,16,55,263
Black,32,31,6799
Black,99,22,825
Black,117,36,5
Black,119,5,382
White,126,9,111
White,111,25,288
White,129,26,129
White,83,11,1196
Black,146,32,12
White,177,26,12
White,34,44,1658
Black,55,27,2842
Black,25,47,1715
White,166,13,45
White,35,58,10
Black,66,49,1
White,37,44,1140
Black,188,23,5
White,16,32,8144
Black,48,17,7835
White,91,28,614
Black,108,5,655
Black,9,23,1691
Black,19,33,10821
Black,184,17,11
White,15,63,22
White,148,11,60
Black,87,31,236
White,98,8,400
White,77,19,3475
Black,149,19,110
Black,18,6,818
Black,78,23,1214
Black,189,27,3
Black,32,18,5991
Black,140,33,10
White,144,46,1
White,178,4,16
White,100,6,929
White,131,11,159
Black,67,49,9
White,36,43,1553
White,73,24,1838
White,124,19,533
White,157,15,71
White,55,29,3224
Black,72,15,3364
Black,193,33,1
Black,26,44,3056
Black,79,48,3
White,28,50,991
Black,113,24,202
Black,113,32,53
Black,51,49,22
White,37,39,2610
Black,13,2,1203
Black,127,13,311
Black,76,31,410
Black,130,12,218
Black,63,27,1999
White,200,8,2
White,117,7,258
White,134,6,189
Black,157,22,38
Black,34,7,1793
White,161,24,25
Black,11,3,1396
White,162,4,42
White,24,27,6689
White,35,22,7709
White,180,10,12
White,29,26,7938
White,9,48,5133
White,126,36,8
White,181,6,23
Black,139,4,127
White,47,13,4452
White,156,4,61
White,109,46,2
Black,78,24,1217
Black,155,22,46
White,94,22,1089
Black,26,51,555
White,66,47,9
Black,100,40,7
Black,165,26,18
White,170,9,17
White,27,42,5348
Black,143,7,80
Black,16,12,77
Black,149,25,37
Black,197,30,1
Black,41,10,2571
Black,190,14,17
Black,85,46,3
Black,185,26,5
Black,11,29,8150
Black,130,44,1
Black,64,17,5163
White,20,18,604
White,106,20,620
White,44,26,6654
Black,174,22,20
Black,114,21,300
Black,161,21,30
Black,66,11,2612
Black,148,37,1
White,66,15,4062
White,101,11,590
White,59,46,41
Black,25,3,3429
Black,40,17,7587
Black,134,20,148
Black,47,10,3019
Black,143,21,67
Black,120,17,410
Black,190,26,4
Black,162,20,35
Black,15,63,1
Black,176,22,17
White,18,61,49
White,67,46,14
White,112,28,218
Black,105,22,606
White,149,35,2
Black,35,24,7872
White,67,28,1976
White,160,26,26
Black,78,6,2242
Black,28,6,1912
White,34,18,5415
White,107,18,577
White,34,67,1
White,82,11,1208
White,71,51,2
White,101,29,321
White,57,50,7
White,79,44,18
Black,146,34,1
White,167,31,4
Black,24,36,8806
Black,194,22,7
Black,52,26,3721
White,144,20,100
White,50,4,4933
White,54,14,5191
White,185,6,14
White,185,14,11
Black,41,54,12
White,136,30,33
Black,32,21,7228
Black,200,9,2
Black,10,39,11628
White,183,19,21
Black,74,22,2268
White,12,49,4176
White,146,4,82
White,99,17,1109
White,116,10,248
White,88,32,234
White,43,46,255
White,29,44,3178
Black,88,29,451
White,19,53,1035
Black,175,13,25
White,124,16,360
White,11,24,814
White,14,23,897
White,24,10,131
Black,110,33,36
White,115,29,160
Black,138,30,29
Black,158,30,6
Black,122,9,154
Black,134,29,46
Black,150,30,15
Black,71,16,3800
Black,106,18,627
White,10,1,210
White,36,49,369
Black,48,30,2620
Black,81,13,2039
Black,129,27,88
White,27,22,4942
White,86,42,23
White,143,34,4
Black,22,31,9666
Black,23,44,4015
Black,139,26,68
Black,129,34,3
White,97,44,4
White,185,21,11
White,42,5,4328
Black,24,11,350
White,117,18,372
Black,26,6,1603
White,20,55,503
White,141,10,87
White,165,19,67
Black,196,2,4
Black,156,18,51
Black,84,16,2101
Black,143,11,103
Black,122,24,146
White,126,15,301
White,16,33,9015
White,163,16,36
Black,57,40,155
Black,132,35,3
White,175,3,13
White,18,23,1628
White,96,18,1078
Black,20,54,311
White,48,13,4543
White,11,54,1077
Black,95,19,1777
White,75,25,1569
Black,165,14,30
Black,141,38,2
White,76,23,1710
White,68,25,2413
White,121,18,330
Black,20,35,10813
Black,41,13,5045
White,27,13,724
White,182,19,25
White,107,17,752
Black,140,27,70
Black,116,39,4
White,80,8,965
Black,128,30,45
White,198,17,6
Black,147,20,66
White,49,13,4690
White,93,6,1276
Black,178,18,9
Black,13,12,49
White,105,2,222
Black,87,36,47
White,43,35,2423
White,45,56,4
Black,193,1,2
Black,51,15,6924
White,18,46,6381
White,66,42,75
Black,43,58,1
White,25,29,8070
White,22,34,10110
White,117,47,1
White,67,31,1075
White,113,16,557
White,26,38,8199
White,127,6,252
Black,50,25,4575
Black,63,35,322
White,189,14,11
White,63,46,26
Black,51,9,2790
Black,75,25,1262
White,97,35,75
